chunk	actor	mesh	bw_x	bw_y	bw_z	archetype_path
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm00	54.829	-69.280	64.595	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	GA-Props:GA-StreetLamp_Single00	59.340	-66.990	3.007	GA-Props.GA-StreetLamp_Single00_Pf0.GA-StreetLamp_Single00_Pf0_Arc3.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm00	30.280	-69.280	92.750	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm00	50.940	-69.280	18.300	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm01	52.750	-69.280	59.816	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	72.427	-63.210	39.159	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000000	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	72.427	-63.210	32.599	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm01	35.000	-69.280	89.870	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm01	58.720	-69.280	6.080	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm02	25.270	-69.280	93.260	Env-DD.DD-Palm02_Pf0.DD-Palm02_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm02	51.391	-69.280	63.969	Env-DD.DD-Palm02_Pf0.DD-Palm02_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-Palm03	13.786	-69.440	78.716	Env-DD.DD-Palm03_Pf0.DD-Palm03_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-PalmBush00	56.614	-69.280	63.133	Env-DD.DD-PalmBush00_Pf0.DD-PalmBush00_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-PalmBush00	31.320	-69.280	91.040	Env-DD.DD-PalmBush00_Pf0.DD-PalmBush00_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-PalmBush02	51.536	-69.280	61.696	Env-DD.DD-PalmBush02_Pf0.DD-PalmBush02_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	Env-DD:DD-PalmBush02	31.840	-69.280	88.896	Env-DD.DD-PalmBush02_Pf0.DD-PalmBush02_Pf0_Arc1.StaticMeshComponent0
Harset-00000000	StaticMeshActor	EM_Earth_Military:EM-Tent_large00	100.460	-60.220	65.560	EM_Earth_Military.EM-Tent_large00_Pf0.EM-Tent_large00_Pf0_Arc2.StaticMeshComponent0
Harset-00000000	StaticMeshActor	GA-Props:GA-StreetLamp00	16.769	-69.170	1.356	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-ViewScreen02	190.453	-34.111	65.159	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM-Cover:EM-Cover_Shield_Med_I00	118.814	-60.200	48.399	EM-Cover.EM-Cover_Shield_Med_I00_Pf0.EM-Cover_Shield_Med_I00_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	155.648	-39.760	43.979	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	153.560	-41.240	45.844	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc6.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	156.459	-41.300	42.437	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc7.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	156.972	-41.041	42.824	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc8.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-StandingLight04	126.740	-39.640	19.800	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	159.558	-41.238	29.980	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc9.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	159.063	-41.198	29.796	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc10.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	154.845	-41.197	28.726	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc5.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	158.127	-39.758	29.760	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc11.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-WallLight00	198.708	-36.920	68.652	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-StreetLamp00	102.509	-60.250	84.056	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-WallLight00	193.458	-36.920	58.322	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-StandingLight04	127.220	-39.640	52.420	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-WallLight00	193.458	-36.920	51.472	Em-Props.EM-WallLight00_Pf2.EM-WallLight00_Pf2_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	157.222	-41.199	42.623	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc9.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-StandingLight04	126.820	-39.640	69.720	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-StandingLight04	126.660	-39.640	1.780	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-WallLight00	193.428	-36.920	20.242	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	154.538	-39.760	44.776	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc4.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	126.150	-56.600	58.010	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	126.150	-56.600	65.320	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM_Earth_Military:EM-PropaneTank00	195.240	-37.070	71.020	EM_Earth_Military.EM-PropaneTank00_Pf0.EM-PropaneTank00_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	153.359	-40.980	45.198	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc5.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-WallLight00	193.428	-36.920	14.302	Em-Props.EM-WallLight00_Pf2.EM-WallLight00_Pf2_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	155.114	-41.298	29.463	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	155.151	-41.038	28.821	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc4.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	154.827	-40.848	28.446	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc6.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	155.262	-41.034	28.355	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc7.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagI_00	157.247	-41.200	29.428	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc8.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	124.440	-55.350	69.570	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	124.440	-55.350	53.650	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	159.324	-41.198	31.138	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	153.988	-41.200	45.535	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc12.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-StreetLamp_Single00	104.990	-57.410	30.822	GA-Props.GA-StreetLamp_Single00_Pf0.GA-StreetLamp_Single00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	157.298	-41.037	43.175	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc11.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-StreetLamp_Single00	105.060	-57.280	41.020	GA-Props.GA-StreetLamp_Single00_Pf0.GA-StreetLamp_Single00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	158.437	-41.198	30.738	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	159.132	-40.978	30.507	Em-Props.EM-SandbagI_00_Pf0.EM-SandbagI_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Env-DD:DD-Palm01	132.472	-60.320	88.000	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-StreetLamp00	102.364	-60.360	27.602	GA-Props.GA-StreetLamp00_Pf1.GA-StreetLamp00_Pf1_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Env-DD:DD-Palm01	108.152	-60.320	23.660	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-StreetLamp00	101.831	-60.320	45.089	GA-Props.GA-StreetLamp00_Pf1.GA-StreetLamp00_Pf1_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	157.464	-40.851	42.763	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc10.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagI_00	155.303	-41.200	44.230	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	154.145	-41.200	44.246	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM_Earth_Military:EM-Tent_med00	192.901	-34.400	8.413	EM_Earth_Military.EM-Tent_med00_Pf0.EM-Tent_med00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-StandingLight04	148.080	-29.520	28.160	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-StandingLight04	148.080	-29.520	39.040	Em-Props.EM-StandingLight04_Pf0.EM-StandingLight04_Pf0_Arc0.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	124.480	-56.150	2.910	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	124.480	-56.150	18.470	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM_Earth_Military:EM-Tent_med00	193.087	-34.151	63.244	EM_Earth_Military.EM-Tent_med00_Pf0.EM-Tent_med00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	126.200	-55.370	14.150	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	JF-Buildings:JF-Tent03	109.480	-60.220	51.120	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	JF-Buildings:JF-Tent03	110.866	-60.200	69.276	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	JF-Buildings:JF-Tent02	111.480	-60.220	1.100	JF-Buildings.JF-Tent02_Pf0.JF-Tent02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	179.810	-69.150	4.430	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	192.870	-69.150	18.130	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	193.050	-69.150	54.310	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	179.740	-69.150	67.800	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	138.730	-60.190	67.760	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	138.780	-60.190	55.530	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	138.960	-60.190	16.740	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	138.840	-60.190	4.380	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	180.980	-69.150	33.760	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Props:GA-Torch00	180.740	-69.150	38.270	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Building:GA-MerchantTent02	117.903	-60.370	93.660	GA-Building.GA-MerchantTent02_Pf0.GA-MerchantTent02_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	131.320	-61.480	10.480	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	131.320	-61.480	61.680	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-ViewScreen02	195.200	-34.120	8.010	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	JF-Buildings:JF-Tent02	102.210	-60.220	3.070	JF-Buildings.JF-Tent02_Pf0.JF-Tent02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_3way_a_00	187.000	-70.440	36.080	GA-Interior.GA-small_hallway_3way_a_00_Pf0.GA-small_hallway_3way_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_elbow_a_00	187.000	-70.440	10.480	GA-Interior.GA-small_hallway_elbow_a_00_Pf0.GA-small_hallway_elbow_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_elbow_a_00	187.000	-70.440	61.680	GA-Interior.GA-small_hallway_elbow_a_00_Pf0.GA-small_hallway_elbow_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_ramp_a_00	158.840	-61.480	10.480	GA-Interior.GA-small_hallway_ramp_a_00_Pf0.GA-small_hallway_ramp_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_ramp_a_00	158.840	-61.480	61.680	GA-Interior.GA-small_hallway_ramp_a_00_Pf0.GA-small_hallway_ramp_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-ViewScreen02	194.411	-34.120	8.592	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	140.920	-61.480	10.480	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	140.920	-61.480	61.680	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-SandbagSingle_00	154.653	-41.360	43.628	Em-Props.EM-SandbagI_00_Pf1.EM-SandbagI_00_Pf1_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	187.000	-70.440	23.280	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	199.800	-70.440	36.080	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	174.200	-70.440	10.480	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	187.000	-70.440	48.880	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	174.200	-70.440	61.680	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-ViewScreen02	195.483	-34.111	63.319	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	Em-Props:EM-ViewScreen02	196.139	-34.111	64.048	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM_Earth_Military:EM-Tent_small00	180.635	-41.181	56.277	EM_Earth_Military.EM-Tent_small00_Pf0.EM-Tent_small00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM_Earth_Military:EM-Tent_small00	180.663	-41.190	48.843	EM_Earth_Military.EM-Tent_small00_Pf0.EM-Tent_small00_Pf0_Arc3.StaticMeshComponent0
Harset-00000001	StaticMeshActor	EM_Earth_Military:EM-Tent_large01	118.536	-60.220	51.071	EM_Earth_Military.EM-Tent_large01_Pf0.EM-Tent_large01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Building:GA-MerchantTent01	126.164	-60.320	91.418	GA-Building.GA-MerchantTent01_Pf0.GA-MerchantTent01_Pf0_Arc2.StaticMeshComponent0
Harset-00000001	StaticMeshActor	GA-Building:GA-MerchantTent02	109.999	-60.370	85.267	GA-Building.GA-MerchantTent02_Pf0.GA-MerchantTent02_Pf0_Arc2.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Interior:GA-large_doorway_close_a_00	258.200	-69.160	99.880	GA-Interior.GA-large_doorway_close_a_00_Pf0.GA-large_doorway_close_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Interior:GA-large_doorway_close_a_00	207.000	-69.160	99.880	GA-Interior.GA-large_doorway_close_a_00_Pf0.GA-large_doorway_close_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Interior:GA-large_doorway_open_a_00	232.600	-69.160	76.840	GA-Interior.GA-large_doorway_open_a_00_Pf0.GA-large_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Interior:GA-large_doorway_open_a_00	232.600	-69.160	84.520	GA-Interior.GA-large_doorway_open_a_00_Pf0.GA-large_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	EM_Earth_Military:EM-PropaneTank00	210.690	-37.070	71.020	EM_Earth_Military.EM-PropaneTank00_Pf0.EM-PropaneTank00_Pf0_Arc0.StaticMeshComponent0
